slug,titulo,ano,tipo,qualidade,generos,download,meta_chars,title_chars
a-semente-do-fruto-sagrado,A Semente do Fruto Sagrado,2024,Filme,1080p,3,True,122,69
a-semente-do-mal,A Semente do Mal,2024,Filme,1080p,2,True,112,59
a-senha-swordfish,A Senha: Swordfish,2001,Filme,1080p,3,True,114,61
a-senhora-davis-1a-temporada,A Senhora Davis 1ª Temporada,2023,Série,1080p,0,True,124,71
a-sociedade-norte-americana-dos-negros-magicos,A Sociedade Norte-Americana dos Negros Mágicos,2024,Filme,1080p,2,True,142,89
a-sociedade-da-neve,A Sociedade da Neve,2024,Filme,1080p,2,True,115,62
a-sociedade-da-neve-2,A Sociedade da Neve,2024,Filme,1080p,3,True,115,62
a-sogra-perfeita-2,A Sogra Perfeita 2,2025,Filme,1080p,1,True,114,61
a-sombra,A Sombra,2024,Filme,1080p,4,True,104,51
a-sombra-do-comandante,A Sombra do Comandante,2024,Filme,1080p,3,True,118,65
a-sombra-do-mal,A Sombra do Mal,2023,Filme,1080p,2,True,111,58
a-sombra-do-medo,A Sombra do Medo,2026,Filme,1080p,2,True,112,59
a-sombra-do-perigo,A Sombra do Perigo,2025,Filme,1080p,4,True,114,61
a-star-brighter-than-the-sun-1a-temporada,A Star Brighter than the Sun 1ª Temporada,2025,Série,1080p,0,True,137,84
a-substituta,A Substituta,2022,Filme,1080p,2,True,108,55
a-substancia,A Substância,2024,Filme,1080p,3,True,108,55
a-supremacia-bourne,A Supremacia Bourne,2004,Filme,1080p,4,True,115,62
a-sindrome,A Síndrome,2023,Filme,1080p,1,True,106,53
a-teia,A Teia,2024,Filme,1080p,3,True,102,49
a-tentacao,A Tentação,2022,Filme,1080p,1,True,106,53
a-terra-sobrevive-1a-temporada,A Terra Sobrevive 1ª Temporada,2024,Série,1080p,1,True,126,73
a-torre-negra,A Torre Negra,2017,Filme,1080p,3,True,109,56
a-trilha,A Trilha,2009,Filme,1080p,3,True,104,51
a-trilha-sonora-dos-dezesseis,A Trilha Sonora dos Dezesseis,2020,Filme,1080p,2,True,125,72
a-trindade-profana,A Trindade Profana,2025,Filme,1080p,3,True,114,61
a-tripulacao,A Tripulação,2024,Filme,1080p,2,True,108,55
a-turma-da-floresta-2-ao-redor-do-mundo,A Turma da Floresta 2: Ao Redor do Mundo,2023,Filme,1080p,4,True,136,83
a-verdade-sobre-jussie-smollett,A Verdade sobre Jussie Smollett?,2025,Filme,1080p,1,True,128,75
a-verdadeira-dor,A Verdadeira Dor,2024,Filme,1080p,2,True,112,59
a-vespa,A Vespa,2024,Filme,1080p,2,True,103,50
a-viagem-de-ernesto-e-celestine,A Viagem de Ernesto e Celestine,2022,Filme,1080p,3,True,127,74
a-viagem-de-nossas-vidas,A Viagem de Nossas Vidas,2020,Filme,1080p,2,True,120,67
a-viagem-de-pedro,A Viagem de Pedro,2022,Filme,1080p,2,True,113,60
a-viagem-do-divorcio,A Viagem do Divórcio,2023,Filme,1080p,3,True,116,63
a-vida-depois-de-voce,A Vida Depois de Você,2022,Filme,1080p,1,True,117,64
a-vida-secreta-dos-orangotangos,A Vida Secreta dos Orangotangos,2024,Filme,1080p,1,True,127,74
a-vida-da-outra,A Vida da Outra,2022,Filme,1080p,3,True,111,58
a-vida-de-chuck,A Vida de Chuck,2025,Filme,1080p,2,True,111,58
a-vida-e-um-banquete,A Vida é um Banquete,2024,Filme,1080p,2,True,116,63
a-vigia,A Vigia,2022,Filme,1080p,2,True,103,50
a-vigilante-do-amanha-ghost-in-the-shell,A Vigilante do Amanhã: Ghost in the Shell,2017,Filme,1080p,3,True,137,84
a-vila-das-nove,A Vilã das Nove,2024,Filme,1080p,2,True,111,58
a-vinganca-esta-servida,A Vingança Está Servida,2023,Filme,1080p,1,True,119,66
a-vinganca-nao-e-um-jogo,A Vingança Não é um Jogo,2024,Filme,1080p,3,True,120,67
a-vinganca-da-chorona,A Vingança da Chorona,2022,Filme,1080p,2,True,117,64
a-vinganca-de-cinderela,A Vingança de Cinderela,2024,Filme,1080p,2,True,119,66
a-vinganca-de-jack,A Vingança de Jack,2023,Filme,1080p,3,True,114,61
a-vinganca-de-john-henry,A Vingança de John Henry,2020,Filme,1080p,2,True,120,67
evie,Evie,2025,Filme,1080p,1,True,100,47
a-virgem-vermelha,A Virgem Vermelha,2024,Filme,1080p,3,True,113,60
a-virgem-da-pedreira,A Virgem da Pedreira,2026,Filme,1080p,3,True,116,63
a-visita,A Visita,2015,Filme,1080p,3,True,104,51
a-vizinha-perfeita,A Vizinha Perfeita,2025,Filme,1080p,3,True,114,61
a-viuva-clicquot-a-mulher-que-formou-um-imperio,A Viúva Clicquot – A Mulher que Formou um Império,2024,Filme,1080p,1,True,145,92
a-voz-das-sombras,A Voz das Sombras,2024,Filme,1080p,3,True,113,60
a-voz-de-hind-rajab,A Voz de Hind Rajab,2025,Filme,1080p,2,True,115,62
a-vitima-invisivel-o-caso-eliza-samudio,A Vítima Invisível: O Caso Eliza Samudio,2024,Filme,1080p,3,True,136,83
a-ultima-ameaca,A Última Ameaça,1996,Filme,1080p,2,True,111,58
a-ultima-aventura-nos-bastidores-de-stranger-things-5,A Última Aventura: Nos Bastidores de Stranger Things 5,2026,Filme,1080p,1,True,150,97
a-ultima-cartada,A Última Cartada,2006,Filme,1080p,3,True,112,59
a-ultima-cacada,A Última Caçada,2022,Filme,1080p,1,True,111,58
a-ultima-esperanca-da-terra,A Última Esperança da Terra,2022,Filme,1080p,3,True,123,70
a-ultima-fronteira-1a-temporada,A Última Fronteira 1ª Temporada,2025,Série,1080p,0,True,127,74
a-ultima-invocacao,A Última Invocação,2023,Filme,1080p,2,True,114,61
a-ultima-jornada-de-paul-w-r,A Última Jornada de Paul W.R.,2021,Filme,1080p,2,True,125,72
a-ultima-missao,A Última Missão,2025,Filme,1080p,3,True,111,58
a-ultima-noite,A Última Noite,2021,Filme,1080p,2,True,110,57
a-ultima-onca-negra,A Última Onça Negra,2024,Filme,1080p,2,True,115,62
a-ultima-parada-no-arizona,A Última Parada no Arizona,2024,Filme,1080p,2,True,122,69
a-ultima-sessao-de-freud,A Última Sessão de Freud,2023,Filme,1080p,1,True,120,67
a-ultima-showgirl,A Última Showgirl,2025,Filme,1080p,2,True,113,60
a-ultima-vinganca,A Última Vingança,2024,Filme,1080p,2,True,113,60
a-unica-sobrevivente,A Única Sobrevivente,2022,Filme,1080p,3,True,116,63
abaixo-da-superficie,Abaixo da Superfície,2022,Filme,1080p,2,True,116,63
abducao,Abdução,2025,Filme,1080p,1,True,103,50
abiding,Abiding,2022,Filme,1080p,3,True,103,50
abigail,Abigail,2024,Filme,1080p,2,True,103,50
abismo-do-medo,Abismo do Medo,2005,Filme,1080p,2,True,110,57
abismo-do-medo-2,Abismo do Medo 2,2009,Filme,1080p,3,True,112,59
abraham-lincoln-cacador-de-vampiros,Abraham Lincoln: Caçador de Vampiros,2012,Filme,1080p,3,True,132,79
abraco-de-mae,Abraço de Mãe,2024,Filme,1080p,2,True,109,56
aba-e-sua-banda,Abá e Sua Banda,2025,Filme,1080p,2,True,111,58
academia-de-viloes,Academia de Vilões,2025,Filme,1080p,1,True,114,61
acampamento-com-a-mamae,Acampamento com a Mamãe,2024,Filme,1080p,2,True,119,66
acampamento-com-as-amigas,Acampamento com as Amigas,2024,Filme,1080p,1,True,121,68
achados-nao-procurados,Achados Não Procurados,2021,Filme,1080p,1,True,118,65
acima-das-linhas-inimigas,Acima das Linhas Inimigas,2022,Filme,1080p,2,True,121,68
acima-de-qualquer-suspeita-1a-temporada,Acima de Qualquer Suspeita 1ª Temporada,2024,Série,1080p,0,True,135,82
acompanhante-fatal,Acompanhante Fatal,2023,Filme,1080p,2,True,114,61
acompanhante-perfeita,Acompanhante Perfeita,2025,Filme,1080p,3,True,117,64
acompanhante-de-luxo,Acompanhante de Luxo,2023,Filme,1080p,1,True,116,63
acordando-o-diabo,Acordando o Diabo,2021,Filme,1080p,2,True,113,60
acordo-com-o-diabo,Acordo com o Diabo,2023,Filme,1080p,3,True,114,61
acrescente-amor,Acrescente Amor,2022,Filme,1080p,2,True,111,58
ad-vitam,Ad Vitam,2025,Filme,1080p,4,True,104,51
adeus-june,"Adeus, June",2025,Filme,1080p,1,True,107,54
adeus-paris,"Adeus, Paris",2022,Filme,1080p,1,True,108,55
adolescencia-1a-temporada,Adolescência 1ª Temporada,2025,Série,1080p,0,True,121,68
adoraveis-mulheres,Adoráveis Mulheres,2019,Filme,1080p,3,True,114,61
adao-eva,Adão & Eva,2024,Filme,1080p,3,True,106,53
afraid,Afraid,2024,Filme,1080p,4,True,102,49
agatha-desde-sempre-1a-temporada,Agatha Desde Sempre 1ª Temporada,2024,Série,1080p,0,True,128,75
agente-butterfly-1a-temporada,Agente Butterfly 1ª Temporada,2025,Série,1080p,0,True,125,72
agente-z-misterio-no-zoo,Agente Z: Mistério no Zoo,2020,Filme,1080p,2,True,121,68
agente-zeta,Agente Zeta,2026,Filme,1080p,2,True,107,54
agente-das-sombras,Agente das Sombras,2022,Filme,1080p,2,True,114,61
agreste,Agreste,2024,Filme,1080p,1,True,103,50
ah-a-amizade,"Ah, a Amizade…",2026,Filme,1080p,2,True,110,57
aileen-a-historia-de-uma-serial-killer,Aileen: A História de uma Serial Killer,2025,Filme,1080p,2,True,135,82
ainda-estou-aqui,Ainda Estou Aqui,2024,Filme,1080p,2,True,112,59
ainda-somos-os-mesmos,Ainda Somos os Mesmos,2024,Filme,1080p,2,True,117,64
ainda-sou-uma-superstar,Ainda Sou uma Superstar,2025,Filme,1080p,2,True,119,66
ajin-semi-humano,Ajin: Semi-Humano,2017,Filme,1080p,3,True,113,60
alarme-de-incendio,Alarme de Incêndio,2024,Filme,1080p,2,True,114,61
alarme-de-incendio-abaixo-da-terra,Alarme de Incêndio: Abaixo da Terra,2026,Filme,1080p,3,True,131,78
aldeia-dos-sussurros,Aldeia dos Sussurros,2022,Filme,1080p,3,True,116,63
aldeotas,Aldeotas,2022,Filme,1080p,2,True,104,51
alegria,Alegria,2021,Filme,1080p,1,True,103,50
alert-missing-persons-unit-1a-temporada,Alert: Missing Persons Unit 1ª Temporada,2023,Série,1080p,0,True,136,83
alert-missing-persons-unit-2a-temporada,Alert: Missing Persons Unit 2ª Temporada,2024,Série,1080p,0,True,136,83
alert-missing-persons-unit-3a-temporada,Alert: Missing Persons Unit 3ª Temporada,2025,Série,1080p,0,True,136,83
alerta-maximo,Alerta Máximo,2023,Filme,1080p,1,True,109,56
alexandre-e-a-viagem-terrivel-horrivel-espantosa-e-horrorosa,"Alexandre e a Viagem Terrível, Horrível, Espantosa e Horrorosa",2025,Filme,1080p,2,True,158,105
algea-deus-da-dor,Algea: Deus da Dor,2024,Filme,1080p,3,True,114,61
algo-sobre-amor,Algo Sobre Amor,2021,Filme,1080p,2,True,111,58
algum-lugar-especial,Algum Lugar Especial,2020,Filme,1080p,2,True,116,63
alguem-especial-como-voce,Alguém Especial como Você,2025,Filme,1080p,2,True,121,68
alibi-com-2,Alibi.com 2,2023,Filme,1080p,2,True,107,54
alice-subservience,Alice (Subservience),2024,Filme,1080p,3,True,116,63
alice-junior,Alice Júnior,2020,Filme,1080p,3,True,108,55
alice-in-borderland-1a-temporada,Alice in Borderland 1ª Temporada,2020,Série,1080p,0,True,128,75
alice-in-borderland-2a-temporada,Alice in Borderland 2ª Temporada,2022,Série,1080p,0,True,128,75
alice-in-borderland-3a-temporada,Alice in Borderland 3ª Temporada,2025,Série,1080p,0,True,128,75
alice-to-therese-no-maboroshi-kojo,Alice to Therese no Maboroshi Kôjô,2023,Filme,1080p,4,True,130,77
alien-3,Alien 3,1992,Filme,1080p,3,True,103,50
alien-vs-predador,Alien vs. Predador,2004,Filme,1080p,3,True,114,61
alien-vs-predador-2,Alien vs. Predador 2,2007,Filme,1080p,3,True,116,63
alien-a-ressurreicao,Alien: A Ressurreição,1997,Filme,1080p,3,True,117,64
alien-covenant,Alien: Covenant,2017,Filme,1080p,3,True,111,58
alien-earth-1a-temporada,Alien: Earth 1ª Temporada,2025,Série,1080p,0,True,121,68
alien-o-oitavo-passageiro,Alien: O Oitavo Passageiro,1979,Filme,1080p,4,True,122,69
alien-romulus,Alien: Romulus,2024,Filme,1080p,3,True,110,57
alienoid,Alienoid,2022,Filme,1080p,4,True,104,51
alienoid-the-return-to-the-future,Alienoid: The Return to the Future,2024,Filme,1080p,4,True,130,77
aliens-o-resgate,Aliens: O Resgate,1986,Filme,1080p,3,True,113,60
alienigena,Alienígena,2024,Filme,1080p,1,True,106,53
alita-anjo-de-combate,Alita: Anjo de Combate,2019,Filme,1080p,3,True,118,65
all-her-fault-1a-temporada,All Her Fault 1ª Temporada,2025,Série,1080p,0,True,122,69
all-the-lost-ones,All the Lost Ones,2024,Filme,1080p,4,True,113,60
alma-perdida,Alma Perdida,2009,Filme,1080p,3,True,108,55
alma-em-chamas,Alma em chamas,2025,Filme,1080p,1,True,110,57
alpinistas-sociais,Alpinistas Sociais,2025,Filme,1080p,2,True,114,61
altered,Altered,2025,Filme,1080p,2,True,103,50
alvo-primario-1a-temporada,Alvo Primário 1ª Temporada,2025,Série,1080p,0,True,122,69
alvo-da-mafia,Alvo da Máfia,2025,Filme,1080p,2,True,109,56
alem-da-existencia,Além da Existência,2022,Filme,1080p,2,True,114,61
alem-do-tempo,Além do Tempo,2022,Filme,1080p,1,True,109,56
alem-dos-limites-da-morte,Além dos Limites da Morte,2024,Filme,1080p,3,True,121,68
alem-mundo,Além-mundo,2024,Filme,1080p,2,True,106,53
amada-e-ultrajada-o-exercito-na-historia-do-brasil-1a-temporada,Amada e Ultrajada: O Exército na História do Brasil 1ª Temporada,2024,Série,1080p,0,True,158,107
amaldicoada-2-o-ritual,Amaldiçoada 2: O Ritual,2020,Filme,1080p,1,True,119,66
amaldicoada-3-o-amuleto,Amaldiçoada 3 - O Amuleto,2023,Filme,1080p,1,False,121,68
amaldicoada-direto-do-tumulo,Amaldiçoada - Direto do Túmulo,2019,Filme,1080p,1,True,126,73
amanda,Amanda,2022,Filme,1080p,1,True,102,49
amanhecer-sangrento,Amanhecer Sangrento,2025,Filme,1080p,4,True,115,62
amante-stalker-e-mortal,"Amante, Stalker e Mortal",2024,Filme,1080p,2,True,120,67
amber-alert,Amber Alert,2024,Filme,1080p,1,True,107,54
ameaca-dupla,Ameaça Dupla,2023,Filme,1080p,2,True,108,55
ameaca-mutante,Ameaça Mutante,2021,Filme,1080p,1,True,110,57
ameaca-no-ar,Ameaça no Ar,2025,Filme,1080p,3,True,108,55
america-the-motion-picture,America: The Motion Picture,2021,Filme,1080p,4,True,123,70
american-dream-um-reality-sangrento,American Dream - Um Reality Sangrento,2021,Filme,1080p,2,True,133,80
american-horror-stories-1a-temporada,American Horror Stories 1ª Temporada,2021,Série,1080p,0,True,132,79
american-horror-stories-2a-temporada,American Horror Stories 2ª Temporada,2022,Série,1080p,0,True,132,79
american-horror-stories-3a-temporada,American Horror Stories 3ª Temporada,2023,Série,1080p,0,True,132,79
americana,Americana,2025,Filme,1080p,4,True,105,52
americana-2,Americana,2025,Filme,1080p,3,True,105,52
amigos-imaginarios,Amigos Imaginários,2024,Filme,1080p,3,True,114,61
amigos-sem-compromisso,Amigos Sem Compromisso,2024,Filme,1080p,2,True,118,65
amigos-para-sempre,Amigos para Sempre,2019,Filme,,1,True,97,61
amistad,Amistad,1997,Filme,1080p,3,True,103,50
amizade-toxica,Amizade Tóxica,2025,Filme,1080p,1,True,110,57
amor-vinganca,Amor & Vingança,2023,Filme,1080p,2,True,111,58
amor-alem-do-tempo,Amor Além do Tempo,2024,Filme,1080p,2,True,114,61
amor-assombrado,Amor Assombrado,2019,Filme,1080p,1,True,111,58
amor-bandido-2,Amor Bandido,2025,Filme,1080p,4,True,108,55
amor-demais,Amor Demais,2026,Filme,1080p,2,True,107,54
amor-demi-sec-2,Amor Demi-Sec 2,2025,Filme,1080p,2,True,111,58
amor-enrolado,Amor Enrolado,2025,Filme,1080p,3,True,109,56
amor-platonico-1a-temporada,Amor Platônico 1ª Temporada,2023,Série,1080p,0,True,123,70
amor-platonico-2a-temporada,Amor Platônico 2ª Temporada,2025,Série,1080p,0,True,123,70
amor-proibido,Amor Proibido,2020,Filme,1080p,1,True,109,56
amor-sob-suspeita,Amor Sob Suspeita,2023,Filme,1080p,3,True,113,60
amor-verdadeiro,Amor Verdadeiro,2023,Filme,1080p,2,True,111,58
amor-a-39-graus,Amor a 39 Graus,2024,Filme,1080p,3,True,111,58
amor-a-sangue-frio,Amor a Sangue Frio,2021,Filme,1080p,3,True,114,61
amor-da-minha-vida-1a-temporada,Amor da Minha Vida 1ª Temporada,2024,Série,1080p,0,True,127,74
amor-de-aluguel,Amor de Aluguel,2003,Filme,1080p,4,True,111,58
amor-de-ano-novo,Amor de Ano Novo,2024,Filme,1080p,2,True,112,59
amor-de-hanukkah,Amor de Hanukkah,2022,Filme,1080p,4,True,112,59
amor-e-batatas-1a-temporada,Amor e Batatas 1ª Temporada,2025,Série,1080p,0,True,123,70
amor-e-liberdade,Amor e Liberdade,2018,Filme,1080p,3,True,112,59
amor-e-preconceito,Amor e Preconceito,2022,Filme,1080p,1,True,114,61
amor-e-vinho,Amor e Vinho,2025,Filme,1080p,2,True,108,55
amor-em-cena,Amor em Cena,2022,Filme,1080p,1,True,108,55
amor-a-venda,Amor à Venda,2021,Filme,1080p,1,True,108,55
amores-materialistas,Amores Materialistas,2025,Filme,1080p,3,True,116,63
amores-solitarios,Amores Solitários,2024,Filme,1080p,2,True,113,60
amores-a-parte,Amores à Parte,2025,Filme,1080p,1,True,110,57
amsterdam,Amsterdam,2022,Filme,1080p,3,True,105,52
anaconda,Anaconda,2025,Filme,1080p,3,True,104,51
anaconda-colecao,Anaconda – Coleção,1997,Filme,1080p,1,True,114,61
anatomia-de-uma-queda,Anatomia de uma Queda,2023,Filme,1080p,3,True,117,64
and-mrs,And Mrs,2024,Filme,1080p,1,True,103,50
animais-perigosos,Animais Perigosos,2025,Filme,1080p,2,True,113,60
anjo-negro,Anjo Negro,2024,Filme,1080p,1,True,106,53
anjos-caidos-guerreiros-da-paz,Anjos Caídos & Guerreiros da Paz,2024,Filme,1080p,4,True,128,75
anjos-do-desierto,Anjos Do Desierto,2024,Filme,1080p,3,True,113,60
anjos-e-demonios,Anjos e Demônios,2009,Filme,1080p,2,True,112,59
anna-o-perigo-tem-nome,Anna: O Perigo Tem Nome,2019,Filme,1080p,3,True,119,66
annabelle,Annabelle,2014,Filme,1080p,1,True,105,52
annabelle-2-a-criacao-do-mal,Annabelle 2: A Criação do Mal,2017,Filme,1080p,1,True,125,72
annabelle-3-de-volta-para-casa,Annabelle 3: De Volta para Casa,2019,Filme,1080p,1,True,127,74
anne-rice-s-mayfair-witches-1a-temporada,Anne Rice's Mayfair Witches 1ª Temporada,2023,Série,1080p,0,True,136,83
anne-rice-s-mayfair-witches-2a-temporada,Anne Rice's Mayfair Witches 2ª Temporada,2025,Série,1080p,0,True,136,83
ano-novo-morte-nova,"Ano Novo, Morte Nova",2018,Filme,1080p,2,True,116,63
anora,Anora,2024,Filme,1080p,4,True,101,48
antares-de-la-luz-uma-seita-apocaliptica,Antares de la Luz: Uma Seita Apocalíptica,2024,Filme,1080p,1,True,137,84
antes-que-eu-mude-de-ideia,Antes Que Eu Mude de Ideia,2024,Filme,1080p,3,True,122,69
antes-da-dinastia,Antes da Dinastia,2023,Filme,1080p,2,True,113,60
antes-da-lua-cheia,Antes da Lua Cheia,2025,Filme,1080p,2,True,114,61
antes-do-fim-do-mundo,Antes do Fim do Mundo,2025,Filme,1080p,3,True,117,64
antes-que-termine-o-dia,Antes que Termine o Dia,2004,Filme,1080p,3,True,119,66
anticristo-o-exorcismo-de-lara,"Anticristo, O Exorcismo de Lara",2023,Filme,1080p,2,True,127,74
antrum-a-cova-do-demonio,Antrum – A Cova do Demônio,2018,Filme,1080p,1,True,122,69
anuja,Anuja,2024,Filme,1080p,1,True,101,48
anonimo,Anônimo,2021,Filme,1080p,2,True,103,50
anonimo-2,Anônimo 2,2025,Filme,1080p,4,True,105,52
aos-nossos-filhos,Aos Nossos Filhos,2022,Filme,1080p,1,True,113,60
apaixonada,Apaixonada,2024,Filme,1080p,2,True,106,53
apartamento-7a,Apartamento 7A,2024,Filme,1080p,2,True,110,57
apenas-amigos,Apenas Amigos,2018,Filme,1080p,3,True,109,56
apenas-corra,Apenas Corra,2023,Filme,1080p,2,True,108,55
apenas-um-olhar-1a-temporada,Apenas um Olhar 1ª Temporada,2025,Série,1080p,0,True,124,71
apesar-de,"Apesar de,",2025,Filme,1080p,1,True,106,53
apocalipse-z-o-principio-do-fim,Apocalipse Z - O Princípio do Fim,2024,Filme,1080p,3,True,129,76
apocalipse-nos-tropicos,Apocalipse nos Trópicos,2025,Filme,1080p,1,True,119,66
apollo-13-sobrevivendo-no-espaco,Apollo 13: Sobrevivendo no Espaço,2024,Filme,1080p,2,True,129,76
aporia,Aporia,2023,Filme,1080p,2,True,102,49
aposentados-e-curiosos,Aposentados e Curiosos,2023,Filme,1080p,3,True,118,65
aprendendo-a-ser-pai,Aprendendo a Ser Pai,2021,Filme,1080p,1,True,116,63
aprendiz-de-espia-na-cidade-eterna,Aprendiz de Espiã: Na Cidade Eterna,2024,Filme,1080p,2,True,131,78
aquaman,Aquaman,2019,Filme,1080p,3,True,103,50
aquaman-2-o-reino-perdido,Aquaman 2: O Reino Perdido,2024,Filme,1080p,4,True,122,69
aquelas-que-voces-nao-queimaram,Aquelas que Vocês Não Queimaram,2022,Filme,1080p,1,True,127,74
aquele-natal,Aquele Natal,2024,Filme,1080p,4,True,108,55
aqueles-prestes-a-morrer-1a-temporada,Aqueles Prestes a Morrer 1ª Temporada,2024,Série,1080p,0,True,133,80
aqueles-que-me-desejam-a-morte,Aqueles Que Me Desejam a Morte,2021,Filme,1080p,2,True,126,73
aqueles-que-se-vao,Aqueles Que Se Vão,2022,Filme,1080p,2,True,114,61
aqui,Aqui,2024,Filme,1080p,2,True,100,47
aquilo-que-voce-deseja,Aquilo que Você Deseja,2024,Filme,1080p,2,True,118,65
arca-de-noe,Arca de Noé,2024,Filme,1080p,3,True,107,54
arcane-1a-temporada,Arcane 1ª Temporada,2021,Série,1080p,0,True,115,62
arcane-2a-temporada,Arcane 2ª Temporada,2024,Série,1080p,0,True,115,62
arcanjo-renegado-1a-temporada,Arcanjo Renegado 1ª Temporada,2020,Série,1080p,0,True,125,72
arcanjo-renegado-2a-temporada,Arcanjo Renegado 2ª Temporada,2022,Série,1080p,0,True,125,72
arcanjo-renegado-3a-temporada,Arcanjo Renegado 3ª Temporada,2024,Série,1080p,1,True,125,72
arcanjo-renegado-4a-temporada,Arcanjo Renegado 4ª Temporada,2025,Série,1080p,0,True,125,72
ardente-paciencia,Ardente Paciência,2022,Filme,1080p,3,True,113,60
arena-mortal,Arena Mortal,2024,Filme,1080p,4,True,108,55
argylle-o-superespiao,Argylle: O Superespião,2024,Filme,1080p,2,True,118,65
armadilha,Armadilha,2024,Filme,1080p,2,True,105,52
armadilha-em-alto-mar,Armadilha em Alto Mar,2024,Filme,1080p,2,True,117,64
armadilhas-do-amor,Armadilhas do Amor,2022,Filme,1080p,2,True,114,61
armageddon,Armageddon,1998,Filme,1080p,4,True,106,53
armand,Armand,2024,Filme,1080p,2,True,102,49
armas-em-jogo,Armas em Jogo,2020,Filme,1080p,4,True,109,56
arraste-me-para-o-inferno,Arraste-me Para o Inferno,2009,Filme,1080p,2,True,121,68
arrebentando-em-nova-york,Arrebentando em Nova York,1995,Filme,1080p,4,True,121,68
art-attack-the-dissection-of-terrifier-3,Art Attack! The Dissection of Terrifier 3,2025,Filme,1080p,1,True,137,84
ary-toledo-ce-senta,Ary Toledo: Cê Senta,2024,Filme,1080p,1,True,116,63
as-agentes-355,As Agentes 355,2022,Filme,1080p,3,True,110,57
as-aventuras-sexuais-de-um-casal-em-crise,As Aventuras Sexuais de um Casal em Crise,2023,Filme,1080p,3,True,137,84
as-aventuras-de-jack-mimoun,As Aventuras de Jack Mimoun,2022,Filme,1080p,2,True,123,70
as-aventuras-de-lady-marian,As Aventuras de Lady Marian,2022,Filme,1080p,1,True,123,70
as-aventuras-de-porco-e-amendoim,As Aventuras de Porco e Amendoim,2022,Filme,1080p,1,True,128,75
as-bonecas-do-crime,As Bonecas do Crime,2019,Filme,1080p,2,True,115,62
as-branquelas,As Branquelas,2004,Filme,1080p,2,True,109,56
as-coisas-serao-diferentes,As Coisas Serão Diferentes,2024,Filme,1080p,3,True,122,69
as-cores-do-mal-vermelho,As Cores do Mal: Vermelho,2024,Filme,1080p,3,True,121,68
as-criancas-perdidas,As Crianças Perdidas,2024,Filme,1080p,1,True,116,63
as-duas-faces-de-um-crime,As Duas Faces de um Crime,1996,Filme,1080p,4,True,121,68
as-fora-da-lei,As Fora da Lei,2019,Filme,1080p,2,True,110,57
as-ferias-assustadoras-de-nelly-rapp,As Férias Assustadoras de Nelly Rapp,2020,Filme,1080p,3,True,132,79
as-garotas-do-onibus-jornalistas-de-campanha,As Garotas do Ônibus: Jornalistas de Campanha,2024,Série,1080p,0,True,141,88
as-irmas-macaluso,As Irmãs Macaluso,2020,Filme,1080p,1,True,113,60
as-loucuras,As Loucuras,2025,Filme,1080p,1,False,107,54
as-marvels,As Marvels,2023,Filme,,3,True,89,53
as-melhores-semanas-da-minha-vida,As Melhores Semanas da Minha Vida,2023,Filme,1080p,1,True,129,76
as-mentiras-do-meu-baba,As Mentiras do Meu Babá,2024,Filme,1080p,1,True,119,66
as-polacas,As Polacas,2024,Filme,1080p,1,True,106,53
as-quatro-estacoes-do-amor,As Quatro Estações do Amor,2024,Filme,1080p,3,True,122,69
as-sete-faces-de-jane,As Sete Faces de Jane,2023,Filme,1080p,1,True,117,64
as-tias,As Tias,2024,Filme,1080p,1,True,103,50
as-tres-filhas,As Três Filhas,2024,Filme,1080p,1,True,110,57
as-vigilantes,As Vigilantes,2022,Filme,1080p,3,True,109,56
as-orfas-da-rainha,As Órfãs da Rainha,2023,Filme,1080p,2,True,114,61
asas-da-esperanca,Asas da Esperança,2021,Filme,1080p,1,True,113,60
ash,Ash,2025,Filme,1080p,3,True,99,46
assalto-brutal,Assalto Brutal,2024,Filme,1080p,2,True,110,57
assalto-ao-banco-central,Assalto ao Banco Central,2011,Filme,1080p,3,True,120,67
assalto-ao-banco-da-espanha,Assalto ao Banco da Espanha,2021,Filme,1080p,3,True,123,70
assassinato-de-elite,Assassinato de Elite,2024,Filme,1080p,3,True,116,63
assassinato-em-monaco,Assassinato em Mônaco,2025,Filme,1080p,2,True,117,64
assassinato-no-expresso-do-oriente,Assassinato no Expresso do Oriente,2017,Filme,1080p,3,True,130,77
assassino,Assassino,2023,Filme,1080p,4,True,105,52
assassino-profissional,Assassino Profissional,2024,Filme,1080p,2,True,118,65
assassino-zen-1a-temporada,Assassino Zen 1ª Temporada,2024,Série,1080p,0,True,122,69
assassino-a-preco-fixo-2-a-ressurreicao,Assassino a Preço Fixo 2 - A Ressurreição,2016,Filme,1080p,3,True,137,84
assassino-de-sangue,Assassino de Sangue,2024,Filme,1080p,2,True,115,62
assassino-por-acaso,Assassino por Acaso,2024,Filme,1080p,3,True,115,62
assassino-a-preco-fixo,Assassino à Preço Fixo,2011,Filme,1080p,3,True,118,65
assassinos-sadicos,Assassinos Sádicos,2020,Filme,1080p,1,True,114,61
assassinos-sadicos-2-irmaos-famintos,Assassinos Sádicos 2: Irmãos Famintos,2024,Filme,1080p,1,True,133,80
assassinos-sadicos-3-carnificina,Assassinos Sádicos 3: Carnificina,2024,Filme,1080p,1,True,129,76
assim-e-a-vida,Assim é a Vida,2020,Filme,1080p,1,True,110,57
